Time,Spot,Overall OI PCR,Overall Vol PCR,Max Pain
2026-06-18 17:20:03.405815,24178.0,0.96,0.87,24100
2026-06-18 17:21:12.056769,23000.0,8.28,5.86,24000
2026-06-18 17:45:26.713862,24178.0,0.0,0.0,23200
2026-06-18 17:45:27.048937,23000.0,10.64,576.28,23200
2026-06-18 17:45:27.361614,23000.0,9.16,502.24,23200
2026-06-18 17:45:27.695592,23000.0,11.35,670.17,23250
2026-06-18 17:45:28.027801,23000.0,6.6,198.33,23250
2026-06-18 17:45:28.384263,23000.0,13.37,371.32,23300
2026-06-18 17:45:28.723858,23000.0,15.26,434.66,23350
2026-06-18 17:45:29.089622,23000.0,13.82,401.1,23350
2026-06-18 17:45:29.524021,23000.0,7.53,207.5,23350
2026-06-18 17:45:29.863915,23000.0,11.43,279.48,23400
2026-06-18 17:45:30.215770,23000.0,12.66,316.06,23450
2026-06-18 17:45:30.549482,23000.0,12.26,302.43,23450
2026-06-18 17:45:30.928424,23000.0,16.71,410.42,23500
2026-06-18 17:45:31.331455,23000.0,11.74,123.55,23500
2026-06-18 17:45:31.767785,23000.0,12.42,135.13,23500
2026-06-18 17:45:32.221600,23000.0,12.14,121.1,23500
2026-06-18 17:45:32.569433,23000.0,9.12,64.65,23500
2026-06-18 17:45:32.928454,23000.0,10.57,77.53,23600
2026-06-18 17:45:33.278958,23000.0,11.06,85.01,23600
2026-06-18 17:45:33.613201,23000.0,10.79,77.56,23600
2026-06-18 17:45:33.990444,23000.0,9.46,46.58,23600
2026-06-18 17:45:34.346311,23000.0,10.67,55.69,23700
2026-06-18 17:45:34.714687,23000.0,11.19,60.94,23700
2026-06-18 17:45:35.095354,23000.0,10.91,51.07,23700
2026-06-18 17:45:35.502196,23000.0,12.29,60.35,23800
2026-06-18 17:45:35.948304,23000.0,10.27,26.36,23800
2026-06-18 17:45:36.322610,23000.0,9.87,21.32,23800
2026-06-18 17:45:36.677649,23000.0,10.28,23.25,23800
2026-06-18 17:45:37.017008,23000.0,11.43,27.38,23900
2026-06-18 17:45:37.438186,23000.0,8.72,12.8,23900
2026-06-18 17:45:37.851605,23000.0,9.15,13.95,23900
2026-06-18 17:45:38.305320,23000.0,8.37,9.9,23900
2026-06-18 17:45:38.796876,23000.0,9.72,12.36,24000
2026-06-18 17:45:39.176465,23000.0,5.91,4.53,24000
2026-06-18 17:45:39.537612,23000.0,6.28,5.12,24000
2026-06-18 17:45:39.907313,23000.0,5.53,3.32,24000
2026-06-18 17:45:40.281550,23000.0,4.21,1.76,24000
2026-06-18 17:45:40.653848,23000.0,4.6,2.14,24000
2026-06-18 17:45:41.025902,23000.0,3.93,1.74,24000
2026-06-18 17:45:41.421181,23000.0,4.06,1.85,24050
2026-06-18 17:45:41.818794,23000.0,3.14,1.52,24050
2026-06-18 17:45:42.291449,23000.0,3.26,1.59,24050
2026-06-18 17:45:42.712007,23000.0,2.98,1.48,24050
2026-06-18 17:45:43.078575,23000.0,3.0,1.5,24050
2026-06-18 17:45:43.489159,23000.0,2.54,1.35,24050
2026-06-18 17:45:43.970230,23000.0,2.57,1.37,24100
2026-06-18 17:45:44.393539,23000.0,2.42,1.32,24100
2026-06-18 17:45:44.863996,23000.0,2.43,1.32,24100
2026-06-18 17:45:45.260427,23000.0,2.44,1.32,24100
2026-06-18 17:45:45.659385,23000.0,2.13,1.25,24100
2026-06-18 17:45:46.021791,23000.0,2.05,1.21,24100
2026-06-18 17:45:46.593417,23000.0,2.05,1.22,24100
2026-06-18 17:45:47.075851,23000.0,2.06,1.22,24100
2026-06-18 17:45:47.566169,23000.0,1.69,1.14,24100
2026-06-18 17:45:48.062263,23000.0,1.63,1.12,24100
2026-06-18 17:45:48.474826,23000.0,1.63,1.12,24100
2026-06-18 17:45:49.026128,23000.0,1.52,1.08,24100
2026-06-18 17:45:49.422982,23000.0,1.52,1.08,24100
2026-06-18 17:45:49.873959,23000.0,1.52,1.08,24100
2026-06-18 17:45:50.290292,23000.0,1.48,1.07,24100
2026-06-18 17:45:50.732357,23000.0,1.48,1.07,24100
2026-06-18 17:45:51.177297,23000.0,1.36,1.04,24100
2026-06-18 17:45:51.597345,23000.0,1.36,1.04,24100
2026-06-18 17:45:51.997227,23000.0,1.33,1.03,24100
2026-06-18 17:45:52.386046,23000.0,1.26,1.0,24100
2026-06-18 17:45:52.793483,23000.0,1.26,1.0,24100
2026-06-18 17:45:53.194804,23000.0,1.24,1.0,24100
2026-06-18 17:45:53.612771,23000.0,1.24,1.0,24100
2026-06-18 17:45:54.127837,23000.0,1.24,1.0,24100
2026-06-18 17:45:54.604149,23000.0,1.2,0.97,24100
2026-06-18 17:45:55.068212,23000.0,1.2,0.97,24100
2026-06-18 17:45:55.580151,23000.0,1.18,0.95,24100
2026-06-18 17:45:55.987335,23000.0,1.19,0.95,24100
2026-06-18 17:45:56.460693,23000.0,1.05,0.91,24100
2026-06-18 17:45:56.867287,23000.0,1.05,0.91,24100
2026-06-18 17:45:57.316860,23000.0,1.04,0.9,24100
2026-06-18 17:45:57.759155,23000.0,1.04,0.9,24100
2026-06-18 17:45:58.173237,23000.0,1.0,0.88,24100
2026-06-18 17:45:58.585544,23000.0,1.0,0.88,24100
2026-06-18 17:45:59.022464,23000.0,0.99,0.88,24100
2026-06-18 17:45:59.449660,23000.0,0.96,0.87,24100
2026-06-18 17:45:59.881497,23000.0,0.96,0.87,24100
2026-06-19 04:16:07.306968,23967.0,0.0,0.0,22950
2026-06-19 04:16:07.631042,23000.0,86.22,874.69,22950
2026-06-19 04:16:07.953289,23000.0,1.1,44.77,22950
2026-06-19 04:16:08.364374,23000.0,21.66,531.75,23000
2026-06-19 04:16:08.739069,23000.0,20.91,508.72,23000
2026-06-19 04:16:09.038548,23000.0,22.64,579.96,23050
2026-06-19 04:16:09.362931,23000.0,27.41,779.47,23100
2026-06-19 04:16:09.661441,23000.0,22.1,638.73,23100
2026-06-19 04:16:10.055512,23000.0,24.04,717.92,23150
2026-06-19 04:16:10.432496,23000.0,22.08,705.94,23150
2026-06-19 04:16:10.933152,23000.0,12.84,492.81,23150
2026-06-19 04:16:11.307316,23000.0,17.0,629.18,23200
2026-06-19 04:16:11.647932,23000.0,18.32,690.61,23250
2026-06-19 04:16:11.986719,23000.0,17.18,641.67,23250
2026-06-19 04:16:12.352387,23000.0,12.98,401.44,23250
2026-06-19 04:16:12.724841,23000.0,16.88,524.89,23300
2026-06-19 04:16:13.052206,23000.0,18.15,590.13,23350
2026-06-19 04:16:13.414914,23000.0,17.15,525.42,23350
2026-06-19 04:16:13.761821,23000.0,11.35,347.36,23350
2026-06-19 04:16:14.094855,23000.0,13.69,440.54,23400
2026-06-19 04:16:14.451056,23000.0,14.69,486.7,23400
2026-06-19 04:16:14.830873,23000.0,14.34,459.87,23400
2026-06-19 04:16:15.226339,23000.0,18.62,571.59,23500
2026-06-19 04:16:15.547863,23000.0,14.16,147.77,23500
2026-06-19 04:16:15.902074,23000.0,13.89,139.3,23500
2026-06-19 04:16:16.277803,23000.0,14.52,150.01,23500
2026-06-19 04:16:16.626876,23000.0,16.5,178.98,23600
2026-06-19 04:16:16.973866,23000.0,12.94,114.76,23600
2026-06-19 04:16:17.345266,23000.0,12.58,103.71,23600
2026-06-19 04:16:17.750110,23000.0,13.19,111.75,23600
2026-06-19 04:16:18.198782,23000.0,15.2,130.4,23700
2026-06-19 04:16:18.625537,23000.0,12.97,61.66,23700
2026-06-19 04:16:19.060552,23000.0,13.59,66.75,23700
2026-06-19 04:16:19.444167,23000.0,12.62,53.96,23700
2026-06-19 04:16:19.827220,23000.0,8.73,21.17,23700
2026-06-19 04:16:20.213051,23000.0,9.55,24.37,23800
2026-06-19 04:16:20.597406,23000.0,9.99,26.21,23800
2026-06-19 04:16:20.989173,23000.0,8.62,19.04,23800
2026-06-19 04:16:21.407443,23000.0,5.02,7.96,23800
2026-06-19 04:16:21.745922,23000.0,5.66,9.42,23900
2026-06-19 04:16:22.090606,23000.0,3.74,4.96,23900
2026-06-19 04:16:22.462066,23000.0,4.01,5.64,23900
2026-06-19 04:16:22.863895,23000.0,4.56,6.64,23950
2026-06-19 04:16:23.231377,23000.0,2.42,3.24,23950
2026-06-19 04:16:23.667828,23000.0,2.12,2.82,23950
2026-06-19 04:16:24.115962,23000.0,2.19,2.93,23950
2026-06-19 04:16:24.605250,23000.0,2.27,3.06,23950
2026-06-19 04:16:25.001436,23000.0,1.88,2.54,23950
2026-06-19 04:16:25.428831,23000.0,1.9,2.58,23950
2026-06-19 04:16:25.811008,23000.0,1.76,2.39,23950
2026-06-19 04:16:26.218365,23000.0,1.79,2.43,24000
2026-06-19 04:16:26.613593,23000.0,1.56,2.12,24000
2026-06-19 04:16:26.989422,23000.0,1.48,2.02,24000
2026-06-19 04:16:27.404639,23000.0,1.48,2.03,24000
2026-06-19 04:16:27.845165,23000.0,1.36,1.85,24000
2026-06-19 04:16:28.229975,23000.0,1.37,1.86,24000
2026-06-19 04:16:28.596698,23000.0,1.37,1.86,24000
2026-06-19 04:16:28.987440,23000.0,1.32,1.78,24000
2026-06-19 04:16:29.422646,23000.0,1.23,1.65,24000
2026-06-19 04:16:29.831130,23000.0,1.24,1.66,24000
2026-06-19 04:16:30.207139,23000.0,1.24,1.66,24000
2026-06-19 04:16:30.667215,23000.0,1.21,1.61,24000
2026-06-19 04:16:31.086292,23000.0,1.08,1.49,24000
2026-06-19 04:16:31.530436,23000.0,1.09,1.49,24000
2026-06-19 04:16:31.932049,23000.0,1.09,1.49,24000
2026-06-19 04:16:32.326198,23000.0,1.07,1.46,24000
2026-06-19 04:16:32.741616,23000.0,1.02,1.42,24000
2026-06-19 04:16:33.141571,23000.0,1.02,1.42,24000
2026-06-19 04:16:33.550655,23000.0,1.0,1.39,24000
2026-06-19 04:16:34.051416,23000.0,1.0,1.39,24000
2026-06-19 04:16:34.455771,23000.0,1.0,1.39,24000
2026-06-19 04:16:34.838112,23000.0,0.95,1.34,24000
2026-06-19 04:16:35.289616,23000.0,0.95,1.34,24000
2026-06-19 04:16:35.743071,23000.0,0.94,1.31,24000
2026-06-19 04:16:36.152982,23000.0,0.9,1.26,24000
2026-06-19 04:16:36.548341,23000.0,0.9,1.26,24000
2026-06-19 04:16:37.036313,23000.0,0.89,1.24,24000
2026-06-19 04:16:37.517441,23000.0,0.89,1.24,24000
2026-06-19 04:16:37.970605,23000.0,0.87,1.19,24000
2026-06-19 04:16:38.377049,23000.0,0.87,1.19,24000
2026-06-19 04:16:38.800634,23000.0,0.86,1.17,24000
2026-06-19 04:16:39.243539,23000.0,0.86,1.17,24000
2026-06-19 04:29:10.313985,23989.0,0.0,0.0,23000
2026-06-19 04:29:40.626453,23000.0,21.37,485.52,23000
2026-06-19 04:30:10.938526,23000.0,20.63,464.41,23000
2026-06-19 04:30:41.252552,23000.0,22.35,534.01,23050
2026-06-19 04:31:11.573807,23000.0,27.1,734.63,23100
2026-06-19 04:31:41.891864,23000.0,21.8,594.11,23100
2026-06-19 04:32:12.262411,23000.0,23.8,673.28,23150
2026-06-19 04:32:42.580416,23000.0,21.83,658.46,23150
2026-06-19 04:33:12.903029,23000.0,12.68,430.87,23150
2026-06-19 04:33:43.224787,23000.0,16.95,558.8,23200
2026-06-19 04:34:13.561884,23000.0,18.28,620.31,23250
2026-06-19 04:34:43.885850,23000.0,17.08,547.82,23250
2026-06-19 04:35:14.282746,23000.0,12.9,331.97,23250
2026-06-19 04:35:44.604403,23000.0,16.92,447.58,23300
2026-06-19 04:36:14.927327,23000.0,18.19,508.64,23350
2026-06-19 04:36:45.271851,23000.0,17.18,453.0,23350
2026-06-19 04:37:15.634762,23000.0,11.38,275.7,23350
2026-06-19 04:37:46.028960,23000.0,13.84,352.71,23400
2026-06-19 04:38:16.443433,23000.0,14.9,393.54,23450
2026-06-19 04:38:46.801246,23000.0,14.55,372.16,23450
2026-06-19 04:39:17.157193,23000.0,19.01,474.79,23500
2026-06-19 04:39:47.588167,23000.0,14.36,126.2,23500
2026-06-19 04:40:17.927815,23000.0,14.07,119.07,23500
2026-06-19 04:40:48.269114,23000.0,14.71,129.35,23500
2026-06-19 04:41:18.631804,23000.0,16.67,156.86,23600
2026-06-19 04:41:48.981931,23000.0,13.14,99.31,23600
2026-06-19 04:42:19.323324,23000.0,12.77,89.36,23600
2026-06-19 04:42:49.666743,23000.0,13.4,97.21,23600
2026-06-19 04:43:20.012303,23000.0,15.61,115.5,23700
2026-06-19 04:43:50.356828,23000.0,13.44,52.56,23700
2026-06-19 04:44:20.701688,23000.0,14.09,57.52,23700
2026-06-19 04:44:51.085409,23000.0,13.11,44.67,23700
2026-06-19 04:45:21.451098,23000.0,9.61,16.17,23700
2026-06-19 04:45:51.802285,23000.0,10.61,19.08,23800
2026-06-19 04:46:22.155589,23000.0,11.12,20.8,23800
2026-06-19 04:46:52.540172,23000.0,9.72,14.43,23800
2026-06-19 04:47:22.906516,23000.0,5.81,5.69,23800
2026-06-19 04:47:53.269602,23000.0,6.63,6.99,23900
2026-06-19 04:48:23.625632,23000.0,4.55,3.65,23900
2026-06-19 04:48:53.982445,23000.0,4.96,4.27,23900
2026-06-19 04:49:24.485260,23000.0,5.76,5.19,23950
2026-06-19 04:49:54.858955,23000.0,2.94,2.55,23950
2026-06-19 04:50:25.220275,23000.0,2.51,2.19,23950
2026-06-19 04:50:55.579025,23000.0,2.59,2.28,23950
2026-06-19 04:51:25.940372,23000.0,2.7,2.39,24000
2026-06-19 04:51:56.336594,23000.0,2.19,2.0,24000
2026-06-19 04:52:26.762988,23000.0,2.21,2.03,24000
2026-06-19 04:52:57.144089,23000.0,2.03,1.89,24000
2026-06-19 04:53:27.508855,23000.0,2.06,1.92,24000
2026-06-19 04:53:57.904923,23000.0,1.77,1.7,24000
2026-06-19 04:54:28.270264,23000.0,1.67,1.62,24000
2026-06-19 04:54:58.653410,23000.0,1.68,1.63,24000
2026-06-19 04:55:29.032701,23000.0,1.53,1.51,24000
2026-06-19 04:55:59.412403,23000.0,1.54,1.51,24000
2026-06-19 04:56:29.781034,23000.0,1.54,1.51,24000
2026-06-19 04:57:00.226065,23000.0,1.48,1.46,24000
2026-06-19 04:57:30.601762,23000.0,1.37,1.37,24000
2026-06-19 04:58:00.977788,23000.0,1.37,1.38,24000
2026-06-19 04:58:31.353553,23000.0,1.37,1.38,24000
2026-06-19 04:59:01.750558,23000.0,1.34,1.34,24000
2026-06-19 04:59:32.125820,23000.0,1.19,1.26,24000
2026-06-19 05:00:02.520978,23000.0,1.19,1.26,24000
2026-06-19 05:00:32.924078,23000.0,1.19,1.26,24000
2026-06-19 05:01:03.325693,23000.0,1.17,1.24,24000
2026-06-19 05:01:33.769814,23000.0,1.12,1.2,24000
2026-06-19 05:02:04.156218,23000.0,1.12,1.2,24000
2026-06-19 05:02:34.556651,23000.0,1.1,1.18,24000
2026-06-19 05:03:04.963868,23000.0,1.1,1.18,24000
2026-06-19 05:03:35.551958,23000.0,1.1,1.18,24000
2026-06-19 05:04:05.947558,23000.0,1.04,1.15,24000
2026-06-19 05:04:36.372096,23000.0,1.04,1.15,24000
2026-06-19 05:05:06.769358,23000.0,1.02,1.13,24000
2026-06-19 05:05:37.160201,23000.0,0.98,1.09,24000
2026-06-19 05:06:07.561319,23000.0,0.98,1.09,24000
2026-06-19 05:06:37.989257,23000.0,0.97,1.08,24000
2026-06-19 05:07:08.392820,23000.0,0.97,1.08,24000
2026-06-19 05:07:38.844668,23000.0,0.94,1.04,24000
2026-06-19 05:08:09.294382,23000.0,0.94,1.04,24000
2026-06-19 05:08:39.704948,23000.0,0.93,1.03,24000
2026-06-19 05:09:10.137913,23000.0,0.93,1.03,24000
2026-06-19 05:09:40.554633,23000.0,0.85,0.97,24000
2026-06-19 05:10:10.965325,23000.0,0.85,0.97,24000
2026-06-19 05:10:49.483057,23000.0,0.0,0.0,22000
2026-06-19 05:11:19.844347,23000.0,681.13,624.8,22000
2026-06-19 05:11:50.175853,23000.0,688.83,642.49,22050
2026-06-19 05:12:20.534090,23000.0,688.83,642.49,22050
2026-06-19 05:12:50.855919,23000.0,774.65,842.05,22100
2026-06-19 05:13:21.177455,23000.0,774.65,842.05,22100
2026-06-19 05:13:51.508639,23000.0,774.65,842.05,22100
2026-06-19 05:14:21.848779,23000.0,781.17,858.51,22150
2026-06-19 05:17:52.641087,23987.0,0.0,0.0,23000
2026-06-19 05:17:52.971513,23000.0,21.75,348.04,23000
2026-06-19 05:17:53.347809,23000.0,21.0,329.98,23000
2026-06-19 05:17:53.654370,23000.0,22.79,379.2,23050
2026-06-19 05:17:54.002804,23000.0,28.28,533.5,23100
2026-06-19 05:17:54.333548,23000.0,22.91,413.43,23100
2026-06-19 05:17:54.648327,23000.0,25.57,473.29,23150
2026-06-19 05:17:55.032140,23000.0,23.44,459.08,23150
2026-06-19 05:17:55.374245,23000.0,13.69,304.61,23150
2026-06-19 05:17:55.723535,23000.0,18.82,401.18,23200
2026-06-19 05:17:56.053702,23000.0,20.61,449.84,23250
2026-06-19 05:17:56.399009,23000.0,19.24,405.98,23250
2026-06-19 05:17:56.727290,23000.0,14.51,273.61,23250
2026-06-19 05:17:57.032278,23000.0,18.53,366.66,23300
2026-06-19 05:17:57.366312,23000.0,19.89,417.67,23350
2026-06-19 05:17:57.737136,23000.0,18.8,372.05,23350
2026-06-19 05:17:58.087073,23000.0,12.45,229.51,23350
2026-06-19 05:17:58.474223,23000.0,15.02,289.17,23400
2026-06-19 05:17:58.835720,23000.0,16.04,322.55,23450
2026-06-19 05:17:59.185795,23000.0,15.66,300.69,23450
2026-06-19 05:17:59.583920,23000.0,20.31,389.51,23500
2026-06-19 05:17:59.912864,23000.0,15.33,113.81,23500
2026-06-19 05:18:00.275774,23000.0,15.02,107.36,23500
2026-06-19 05:18:00.652256,23000.0,15.75,117.02,23500
2026-06-19 05:18:00.967461,23000.0,17.67,142.11,23600
2026-06-19 05:18:01.377848,23000.0,13.92,90.57,23600
2026-06-19 05:18:01.773575,23000.0,13.52,81.1,23600
2026-06-19 05:18:02.140729,23000.0,14.22,88.71,23600
2026-06-19 05:18:02.492021,23000.0,16.55,105.66,23700
2026-06-19 05:18:02.903147,23000.0,14.03,49.49,23700
2026-06-19 05:18:03.254701,23000.0,14.7,54.35,23700
2026-06-19 05:18:03.585813,23000.0,13.59,42.31,23700
2026-06-19 05:18:03.944905,23000.0,9.55,16.06,23700
2026-06-19 05:18:04.308960,23000.0,10.53,18.92,23800
2026-06-19 05:18:04.686665,23000.0,11.05,20.66,23800
2026-06-19 05:18:05.048776,23000.0,9.32,14.3,23800
2026-06-19 05:18:05.435739,23000.0,5.28,5.66,23800
2026-06-19 05:18:05.867994,23000.0,5.99,6.96,23900
2026-06-19 05:18:06.217386,23000.0,3.84,3.68,23900
2026-06-19 05:18:06.598857,23000.0,4.16,4.32,23900
2026-06-19 05:18:06.963833,23000.0,4.78,5.27,23950
2026-06-19 05:18:07.328850,23000.0,2.46,2.64,23950
2026-06-19 05:18:07.748671,23000.0,2.1,2.26,23950
2026-06-19 05:18:08.220525,23000.0,2.17,2.35,23950
2026-06-19 05:18:08.643019,23000.0,2.25,2.46,23950
2026-06-19 05:18:09.049089,23000.0,1.86,2.08,23950
2026-06-19 05:18:09.483740,23000.0,1.89,2.11,24000
2026-06-19 05:18:09.867759,23000.0,1.74,1.97,24000
2026-06-19 05:18:10.233460,23000.0,1.77,2.0,24000
2026-06-19 05:18:10.613088,23000.0,1.54,1.78,24000
2026-06-19 05:18:10.960212,23000.0,1.46,1.71,24000
2026-06-19 05:18:11.379193,23000.0,1.47,1.72,24000
2026-06-19 05:18:11.775574,23000.0,1.34,1.6,24000
2026-06-19 05:18:12.218805,23000.0,1.35,1.6,24000
2026-06-19 05:18:12.612727,23000.0,1.35,1.6,24000
2026-06-19 05:18:13.020398,23000.0,1.3,1.55,24000
2026-06-19 05:18:13.401704,23000.0,1.22,1.47,24000
2026-06-19 05:18:13.767767,23000.0,1.22,1.47,24000
2026-06-19 05:18:14.241624,23000.0,1.22,1.47,24000
2026-06-19 05:18:14.722365,23000.0,1.19,1.44,24000
2026-06-19 05:18:15.123576,23000.0,1.07,1.36,24000
2026-06-19 05:18:15.555814,23000.0,1.08,1.36,24000
2026-06-19 05:18:15.967074,23000.0,1.08,1.36,24000
2026-06-19 05:18:16.352735,23000.0,1.06,1.34,24000
2026-06-19 05:18:16.737883,23000.0,1.01,1.31,24000
2026-06-19 05:18:17.156879,23000.0,1.02,1.31,24000
2026-06-19 05:18:17.550670,23000.0,1.0,1.29,24000
2026-06-19 05:18:17.975736,23000.0,1.0,1.29,24000
2026-06-19 05:18:18.486384,23000.0,1.0,1.29,24000
2026-06-19 05:18:18.902364,23000.0,0.95,1.25,24000
2026-06-19 05:18:19.369182,23000.0,0.95,1.25,24000
2026-06-19 05:18:19.797034,23000.0,0.93,1.23,24000
2026-06-19 05:18:20.175619,23000.0,0.89,1.2,24000
2026-06-19 05:18:20.651957,23000.0,0.89,1.2,24000
2026-06-19 05:18:21.077391,23000.0,0.89,1.19,24000
2026-06-19 05:18:21.520611,23000.0,0.89,1.19,24000
2026-06-19 05:18:21.944687,23000.0,0.86,1.15,24000
2026-06-19 05:18:22.364927,23000.0,0.86,1.15,24000
2026-06-19 05:18:22.774803,23000.0,0.85,1.13,24000
2026-06-19 05:18:23.173421,23000.0,0.85,1.13,24000
2026-06-19 05:18:23.613923,23000.0,0.79,1.08,24000
2026-06-19 05:18:24.061595,23000.0,0.79,1.08,24000
2026-06-19 05:53:06.083280,23986.0,0.0,0.0,23000
2026-06-19 05:53:06.516879,23000.0,20.95,358.44,23000
2026-06-19 05:53:06.847256,23000.0,20.22,341.36,23000
2026-06-19 05:53:07.201357,23000.0,22.09,392.5,23050
2026-06-19 05:53:07.538327,23000.0,27.54,553.5,23100
2026-06-19 05:53:07.838195,23000.0,22.37,425.56,23100
2026-06-19 05:53:08.231390,23000.0,25.11,485.82,23150
2026-06-19 05:53:08.623676,23000.0,23.0,472.5,23150
2026-06-19 05:53:09.039296,23000.0,13.39,292.48,23150
2026-06-19 05:53:09.402556,23000.0,18.96,388.71,23200
2026-06-19 05:53:09.752878,23000.0,20.79,438.43,23250
2026-06-19 05:53:10.100341,23000.0,19.41,383.01,23250
2026-06-19 05:53:10.429844,23000.0,14.64,255.6,23250
2026-06-19 05:53:10.767742,23000.0,18.7,345.54,23300
2026-06-19 05:53:11.136408,23000.0,20.07,395.26,23350
2026-06-19 05:53:11.486356,23000.0,18.99,356.86,23350
2026-06-19 05:53:11.881698,23000.0,12.6,216.59,23350
2026-06-19 05:53:12.235043,23000.0,15.2,274.7,23400
2026-06-19 05:53:12.625521,23000.0,16.25,309.03,23450
2026-06-19 05:53:12.963876,23000.0,15.86,285.5,23450
2026-06-19 05:53:13.372131,23000.0,21.08,377.18,23500
2026-06-19 05:53:13.757590,23000.0,15.84,113.16,23500
2026-06-19 05:53:14.077691,23000.0,15.49,106.58,23500
2026-06-19 05:53:14.501009,23000.0,16.21,116.5,23500
2026-06-19 05:53:14.878146,23000.0,18.34,142.0,23600
2026-06-19 05:53:15.308376,23000.0,14.35,89.3,23600
2026-06-19 05:53:15.680966,23000.0,13.89,79.29,23600
2026-06-19 05:53:16.057372,23000.0,14.63,87.13,23600
2026-06-19 05:53:16.427643,23000.0,16.77,104.73,23700
2026-06-19 05:53:16.793721,23000.0,14.02,48.98,23700
2026-06-19 05:53:17.143889,23000.0,14.77,53.93,23700
2026-06-19 05:53:17.547248,23000.0,13.51,41.86,23700
2026-06-19 05:53:17.931183,23000.0,9.15,15.98,23700
2026-06-19 05:53:18.297309,23000.0,10.08,18.99,23800
2026-06-19 05:53:18.778949,23000.0,10.61,20.84,23800
2026-06-19 05:53:19.171114,23000.0,8.76,14.1,23800
2026-06-19 05:53:19.632020,23000.0,4.79,5.6,23800
2026-06-19 05:53:19.990934,23000.0,5.41,6.94,23900
2026-06-19 05:53:20.372963,23000.0,3.39,3.67,23900
2026-06-19 05:53:20.845115,23000.0,3.67,4.33,23900
2026-06-19 05:53:21.225200,23000.0,4.17,5.25,23950
2026-06-19 05:53:21.705042,23000.0,2.21,2.68,23950
2026-06-19 05:53:22.123342,23000.0,1.9,2.3,23950
2026-06-19 05:53:22.541061,23000.0,1.95,2.39,23950
2026-06-19 05:53:22.943042,23000.0,2.02,2.49,23950
2026-06-19 05:53:23.374589,23000.0,1.68,2.11,23950
2026-06-19 05:53:23.888270,23000.0,1.7,2.13,23950
2026-06-19 05:53:24.277050,23000.0,1.57,2.0,23950
2026-06-19 05:53:24.701624,23000.0,1.6,2.02,23950
2026-06-19 05:53:25.132971,23000.0,1.4,1.81,23950
2026-06-19 05:53:25.521067,23000.0,1.33,1.74,23950
2026-06-19 05:53:26.280368,23000.0,1.23,1.62,23950
2026-06-19 05:53:26.667957,23000.0,1.23,1.63,23950
2026-06-19 05:53:27.122526,23000.0,1.24,1.63,23950
2026-06-19 05:53:27.530611,23000.0,1.19,1.58,23950
2026-06-19 05:53:27.935562,23000.0,1.11,1.5,23950
2026-06-19 05:53:28.334374,23000.0,1.12,1.5,23950
2026-06-19 05:53:28.783610,23000.0,1.12,1.5,23950
2026-06-19 05:53:29.249845,23000.0,1.09,1.47,23950
2026-06-19 05:53:29.686130,23000.0,0.99,1.39,23950
2026-06-19 05:53:30.080088,23000.0,1.0,1.39,23950
2026-06-19 05:53:30.475685,23000.0,1.0,1.39,23950
2026-06-19 05:53:30.885381,23000.0,0.98,1.38,23950
2026-06-19 05:53:31.343680,23000.0,0.95,1.34,23950
2026-06-19 05:53:31.750550,23000.0,0.95,1.34,23950
2026-06-19 05:53:32.178449,23000.0,0.93,1.32,23950
2026-06-19 05:53:32.615745,23000.0,0.93,1.32,23950
2026-06-19 05:53:33.074431,23000.0,0.93,1.32,23950
2026-06-19 05:53:33.546212,23000.0,0.89,1.29,23950
2026-06-19 05:53:34.048060,23000.0,0.89,1.29,23950
2026-06-19 05:53:34.487896,23000.0,0.87,1.27,23950
2026-06-19 05:53:34.951639,23000.0,0.84,1.24,23950
2026-06-19 05:53:35.417422,23000.0,0.84,1.24,23950
2026-06-19 05:53:35.876769,23000.0,0.83,1.23,23950
2026-06-19 05:53:36.314049,23000.0,0.83,1.23,23950
2026-06-19 05:53:36.695374,23000.0,0.81,1.19,23950
2026-06-19 05:53:37.123207,23000.0,0.81,1.19,23950
2026-06-19 05:53:37.580208,23000.0,0.8,1.18,23950
2026-06-19 05:53:38.029094,23000.0,0.8,1.18,23950
2026-06-19 05:53:38.557767,23000.0,0.74,1.13,23950
2026-06-19 05:53:39.078950,23000.0,0.74,1.13,23950
2026-06-19 07:23:52.917197,23865.0,0.0,0.0,22850
2026-06-19 07:23:53.391225,23865.0,121.67,9303.0,22850
2026-06-19 07:23:53.824239,23865.0,15.21,489.63,22850
2026-06-19 07:23:54.177886,23865.0,71.46,2968.95,22900
2026-06-19 07:23:54.491696,23865.0,83.11,3680.25,22950
2026-06-19 07:23:54.827857,23865.0,76.12,2017.06,22950
2026-06-19 07:23:55.150850,23865.0,9.08,159.52,22950
2026-06-19 07:23:55.547959,23865.0,27.93,482.78,23000
2026-06-19 07:23:55.869939,23865.0,27.07,463.74,23000
2026-06-19 07:23:56.230427,23865.0,28.68,512.5,23050
2026-06-19 07:23:56.548848,23865.0,33.49,664.48,23100
2026-06-19 07:23:56.922830,23865.0,28.22,487.24,23100
2026-06-19 07:23:57.281014,23865.0,30.61,540.38,23150
2026-06-19 07:23:57.616274,23865.0,28.24,527.94,23150
2026-06-19 07:23:58.006687,23865.0,16.97,349.34,23150
2026-06-19 07:23:58.319503,23865.0,22.54,446.07,23200
2026-06-19 07:23:58.649460,23865.0,24.21,496.6,23250
